reviews,scores
다음에 또 먹을게여!,5
고기는 먹고싶고 코로나로 외식은 겁나고 집에서 구워먹기는 덥고 설거지거리 짜증이라  찾아낸 맛집입니다. 고기양 넉넉하고 버섯구이.떡사리.마늘구이. 캠핑와서 먹는거마냥 맛나고 좋았습니다. 굿굿,5
맛있어요~ 다음에 또 시켜먹을게요!!,5
고기 맛있숩니다 또 주문할게요,5
오자마자 넘 급하게 먹느라 사진을 늦게 찍었네요... 오늘도 넘 맛나게 먹었습니다.,5
짱맛입니당 다음에 또 먹을게용,5
처음 시켜봤는데 집에서 냄새나고 기름튀게 안구워도 되니 넘나 편하고 좋네요~ 맛도 먹을만하고요~양이 진짜 많아요!,4
잘먹었습니다~~~~~,5
"고기양 많고, 파절이랑 같이먹으니 진짜 맛있음",5
맛있게 잘먹었습니다,5
고기는 항상 옳다... 직구삼에서 먹는게 옳다... 맛있게 먹었습니다 !! ㅎㅎ 사진도 못찍고 먹었네요ㅜㅜ,5
맛있고 배달 빨라요,5
.,5
포장도 깔끔하고 양많고 맛있어요~!!!,5
"돼지 잡내 깨끗이 잡아서 고기 맛있게 구워주셨어요. 버섯, 구운 마늘, 떡까지 잘 들었어요. 중사이즈 시키면 둘이서 다 먹기 힘들 만큼 양 많아요. 재주문 의사 있습니다. 배달 빨랐어요.",5
너무 좋아요 맛도 좋고 서비스 감사합니다,5
맛있어요 앞으로도 번창하세요,5
생각했던것보다 양도 많고 간도 잘 배어있고 고기 누린내 없이 너무 맛있게 잘 먹었습니다!!!,5
맛있게 잘 먹었습니다. 서비스로 주신 명이나물도 완전 맛있었어요,5
너무맛있어서 다음에도 또주문하려합니당,5
굿굿 언제시켜도 맛있어요,5
고기도 괜찮았고 냉면이랑 조합이 좋았어요. 파채도 초장에 참기름 양념 맛있었고 조금만 더 많으면 좋을 거 같아요. 또 주문할게요~,5
양도 많고 고기를 진짜 너무 잘 구워서 주시네요  또먹을래요!,5
믿고 먹는 곳이죠 잘 먹었습니다,5
항상 잘 먹고 있습니다,5
와 넘 맛있었어용 비린내도 하나 안나고,5
완전맛있어요^^재주문합니다,5
양은 진짜 많은데 고기가 맛없다기보단 고기의 맛이 덜한 느낌이 좀 들어요,5
맛있어요! 배달도 빠르고 잘먹었습니다,5
양 맛 배달 모두 대만족입니다,5
요즘 쌈채소가 금값인데.. 리뷰이벤트로 이정도로 퍼주시다니.... 왕따봉입니다!,5
너무 맛있어서 먹다가 사진을 찍어버렸네요 ~~ 담에 또 시켜묵을게요,5
양도 맛도 만족스럽네요,5
ㅎㅎ맛잇게잘먹었습니다!!!ㅎㅎㅎ배달도빠르고 고기도괜찮고ㅎㅎㅈ,5
항상 맛있게 먹어요~~~~~,5
맛있게 잘 먹었습니다,5
맛있게 잘 먹었습니다,5
맛있게 잘먹었습니당 :) 오늘 고기가 더 부드러웠던거 같아요 ㅎㅎ,5
바로 먹기 시작해서 사진찍는걸 깜박했네여 맛도 좋고 배달도 빠르고 아주 만족했습니다,5
맛잇습이다맛이습니다,5
먹느라 정신팔려 사진도 못 찍었네요 항상 믿고 시키는 곳입니다~~ 잘 먹었습니다,5
항상  맛있게 먹는 배삼구 입니다.,5
